Name,Price,Description,Stock,Categories,Tags
Noctowl,£170.00,"Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.",10 in stock,"['Owl', 'Pokemon']","['Keen Eye', 'noctowl', 'Owl']"
Ledyba,£98.00,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent.,83 in stock,"['Five Star', 'Pokemon']","['Five Star', 'ledyba', 'Swarm']"
Ledian,£136.00,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.",65 in stock,"['Five Star', 'Pokemon']","['Five Star', 'ledian', 'Swarm']"
Spinarak,£199.00,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.,136 in stock,"['Pokemon', 'String Spit']","['spinarak', 'String Spit', 'Swarm']"
Ariados,£85.00,Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,50 in stock,"['Long Leg', 'Pokemon']","['ariados', 'Long Leg', 'Swarm']"
Crobat,£195.00,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.,245 in stock,"['Bat', 'Pokemon']","['Bat', 'crobat', 'Inner Focus']"
Chinchou,£59.00,"Chinchou’s two antennas are filled with cells that generate strong electricity. This Pokémon’s cells create so much electrical power, it even makes itself tingle slightly.",130 in stock,"['Angler', 'Pokemon']","['Angler', 'chinchou', 'Illuminate']"
Lanturn,£131.00,"Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.",218 in stock,"['Light', 'Pokemon']","['Illuminate', 'lanturn', 'Light']"
Pichu,£193.00,"When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokémon will begin crying, startled by the flash of sparks.",64 in stock,"['Pokemon', 'Tiny Mouse']","['pichu', 'Static', 'Tiny Mouse']"
Cleffa,£107.00,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.",187 in stock,"['Pokemon', 'Star Shape']","['cleffa', 'Cute Charm', 'Star Shape']"
Igglybuff,£189.00,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.,170 in stock,"['Balloon', 'Pokemon']","['Balloon', 'Cute Charm', 'igglybuff']"
Togepi,£47.00,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.",264 in stock,"['Pokemon', 'Spike Ball']","['Serene Grace', 'Spike Ball', 'togepi']"
Togetic,£69.00,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.",293 in stock,"['Happiness', 'Pokemon']","['Happiness', 'Serene Grace', 'togetic']"
Natu,£99.00,Natu has a highly developed jumping ability. The Pokémon flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots.,36 in stock,"['Pokemon', 'Tiny Bird']","['natu', 'Synchronize', 'Tiny Bird']"
Xatu,£123.00,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokémon out of their belief that Xatu is in possession of the power to see into the future.,196 in stock,"['Mystic', 'Pokemon']","['Mystic', 'Synchronize', 'xatu']"
Mareep,£79.00,"Mareep’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.",152 in stock,"['Pokemon', 'Wool']","['mareep', 'Static', 'Wool']"
Flaaffy,£163.00,Flaaffy’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,64 in stock,"['Pokemon', 'Wool']","['flaaffy', 'Static', 'Wool']"
Ampharos,£41.00,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,247 in stock,"['Light', 'Pokemon']","['ampharos', 'Light', 'Static']"
Bellossom,£25.00,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.",234 in stock,"['Flower', 'Pokemon']","['bellossom', 'Chlorophyll', 'Flower']"
Marill,£127.00,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch.",55 in stock,"['Aqua Mouse', 'Pokemon']","['Aqua Mouse', 'marill', 'Thick Fat']"
Azumarill,£175.00,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,300 in stock,"['Aqua Rabbit', 'Pokemon']","['Aqua Rabbit', 'azumarill', 'Thick Fat']"
Sudowoodo,£54.00,"Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.",147 in stock,"['Imitation', 'Pokemon']","['Imitation', 'Rock Head', 'sudowoodo']"
Politoed,£193.00,"The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.",261 in stock,"['Frog', 'Pokemon']","['Damp', 'Frog', 'politoed']"
Hoppip,£107.00,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",266 in stock,"['Cottonweed', 'Pokemon']","['Chlorophyll', 'Cottonweed', 'hoppip']"
Skiploom,£185.00,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",94 in stock,"['Cottonweed', 'Pokemon']","['Chlorophyll', 'Cottonweed', 'skiploom']"
Jumpluff,£107.00,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,235 in stock,"['Cottonweed', 'Pokemon']","['Chlorophyll', 'Cottonweed', 'jumpluff']"
Aipom,£182.00,"Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.",92 in stock,"['Long Tail', 'Pokemon']","['aipom', 'Long Tail', 'Run Away']"
Sunkern,£150.00,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",255 in stock,"['Pokemon', 'Seed']","['Chlorophyll', 'Seed', 'sunkern']"
Sunflora,£33.00,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,163 in stock,"['Pokemon', 'Sun']","['Chlorophyll', 'sun', 'sunflora']"
Yanma,£130.00,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,130 in stock,"['Clear Wing', 'Pokemon']","['Clear Wing', 'Compound Eyes', 'yanma']"
Wooper,£98.00,"Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.",48 in stock,"['Pokemon', 'Water Fish']","['Damp', 'Water Fish', 'wooper']"
Quagsire,£37.00,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.",292 in stock,"['Pokemon', 'Water Fish']","['Damp', 'quagsire', 'Water Fish']"
Espeon,£177.00,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,153 in stock,"['Pokemon', 'Sun']","['espeon', 'sun', 'Synchronize']"
Umbreon,£78.00,Umbreon evolved as a result of exposure to the moon’s waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,186 in stock,"['Moonlight', 'Pokemon']","['Moonlight', 'Synchronize', 'umbreon']"
Murkrow,£178.00,Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,246 in stock,"['Darkness', 'Pokemon']","['Darkness', 'Insomnia', 'murkrow']"
Slowking,£174.00,"Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.",55 in stock,"['Pokemon', 'Royal']","['Oblivious', 'Royal', 'slowking']"
Misdreavus,£33.00,"Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.",207 in stock,"['Pokemon', 'Screech']","['Levitate', 'misdreavus', 'Screech']"
Unown,£198.00,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",47 in stock,"['Pokemon', 'Symbol']","['Levitate', 'Symbol', 'unown']"
Wobbuffet,£107.00,"Wobbuffet does nothing but endure attacks—it won’t attack on its own. However, it won’t endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.",113 in stock,"['Patient', 'Pokemon']","['Patient', 'Shadow Tag', 'wobbuffet']"
Girafarig,£99.00,"Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.",31 in stock,"['Long Neck', 'Pokemon']","['girafarig', 'Inner Focus', 'Long Neck']"
Gligar,£112.00,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",140 in stock,"['Fly Scorpion', 'Pokemon']","['Fly Scorpion', 'gligar', 'Sand Veil']"
Steelix,£116.00,Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth’s core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.,157 in stock,"['Iron Snake', 'Pokemon']","['Iron Snake', 'Rock Head', 'steelix']"
Snubbull,£63.00,"By baring its fangs and making a scary face, Snubbull sends smaller Pokémon scurrying away in terror. However, this Pokémon seems a little sad at making its foes flee.",164 in stock,"['Fairy', 'Pokemon']","['Fairy', 'Run Away', 'snubbull']"
Granbull,£59.00,"Granbull has a particularly well-developed lower jaw. The enormous fangs are heavy, causing the Pokémon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately.",171 in stock,"['Fairy', 'Pokemon']","['Fairy', 'granbull', 'Intimidate']"
Qwilfish,£77.00,"Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.",297 in stock,"['Balloon', 'Pokemon']","['Balloon', 'Poison Point', 'qwilfish']"
Scizor,£172.00,Scizor has a body with the hardness of steel. It is not easily fazed by ordinary sorts of attacks. This Pokémon flaps its wings to regulate its body temperature.,198 in stock,"['Pincer', 'Pokemon']","['Pincer', 'scizor', 'Swarm']"
Shuckle,£194.00,"Shuckle quietly hides itself under rocks, keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice.",74 in stock,"['Mold', 'Pokemon']","['Mold', 'shuckle', 'Sturdy']"
Heracross,£143.00,"Heracross has sharp claws on its feet. These are planted firmly into the ground or the bark of a tree, giving the Pokémon a secure and solid footing to forcefully fling away foes with its proud horn.",49 in stock,"['Pokemon', 'Single Horn']","['heracross', 'Single Horn', 'Swarm']"
Sneasel,£108.00,Sneasel scales trees by punching its hooked claws into the bark. This Pokémon seeks out unguarded nests and steals eggs for food while the parents are away.,141 in stock,"['Pokemon', 'Sharp Claw']","['Keen Eye', 'Sharp Claw', 'sneasel']"
Teddiursa,£173.00,This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.,274 in stock,"['Little Bear', 'Pokemon']","['Little Bear', 'Pickup', 'teddiursa']"
Ursaring,£31.00,"In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.",209 in stock,"['Hibernator', 'Pokemon']","['Guts', 'Hibernator', 'ursaring']"
Magcargo,£36.00,"Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog.",210 in stock,"['Lava', 'Pokemon']","['Flame Body', 'Lava', 'magcargo']"
Swinub,£132.00,Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokémon occasionally roots out hot springs.,250 in stock,"['Pig', 'Pokemon']","['Oblivious', 'Pig', 'swinub']"
Piloswine,£84.00,Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.,276 in stock,"['Pokemon', 'Swine']","['Oblivious', 'piloswine', 'Swine']"
Corsola,£27.00,"Clusters of Corsola congregate in warm seas where they serve as ideal hiding places for smaller Pokémon. When the water temperature falls, this Pokémon migrates to the southern seas.",162 in stock,"['Coral', 'Pokemon']","['Coral', 'corsola', 'Natural Cure']"
Remoraid,£122.00,"Remoraid sucks in water, then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near, this Pokémon travels downstream from rivers.",46 in stock,"['Jet', 'Pokemon']","['Jet', 'remoraid', 'Sniper']"
Octillery,£94.00,"Octillery grabs onto its foe using its tentacles. This Pokémon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong, Octillery spews ink to escape.",150 in stock,"['Jet', 'Pokemon']","['Jet', 'octillery', 'Sniper']"
Delibird,£121.00,"Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world’s highest mountain, thanks to one of these Pokémon sharing its food.",141 in stock,"['Delivery', 'Pokemon']","['delibird', 'Delivery', 'Vital Spirit']"
Mantine,£114.00,"On sunny days, schools of Mantine can be seen elegantly leaping over the sea’s waves. This Pokémon is not bothered by the Remoraid that hitches rides.",195 in stock,"['Kite', 'Pokemon']","['Kite', 'mantine', 'Water Absorb']"
Skarmory,£199.00,"Skarmory’s steel wings become tattered and bashed in from repeated battles. Once a year, the battered wings grow back completely, restoring the cutting edges to their pristine state.",102 in stock,"['Armor Bird', 'Pokemon']","['Armor Bird', 'Keen Eye', 'skarmory']"
Houndour,£144.00,Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon’s remarkable teamwork is unparalleled.,184 in stock,"['Dark', 'Pokemon']","['Dark', 'Flash Fire', 'houndour']"
Houndoom,£78.00,"In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.",40 in stock,"['Dark', 'Pokemon']","['Dark', 'Flash Fire', 'houndoom']"
Kingdra,£124.00,"Kingdra sleeps on the seafloor where it is otherwise devoid of life. When a storm arrives, the Pokémon is said to awaken and wander about in search of prey.",206 in stock,"['Dragon', 'Pokemon']","['Dragon', 'kingdra', 'Swift Swim']"
Phanpy,£129.00,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.",120 in stock,"['Long Nose', 'Pokemon']","['Long Nose', 'phanpy', 'Pickup']"
Donphan,£89.00,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.",197 in stock,"['Armor', 'Pokemon']","['Armor', 'donphan', 'Sturdy']"
Porygon2,£151.00,Porygon2 was created by humans using the power of science. The man-made Pokémon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.,210 in stock,"['Pokemon', 'Virtual']","['porygon2', 'Trace', 'Virtual']"
Stantler,£33.00,"Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.",278 in stock,"['Big Horn', 'Pokemon']","['Big Horn', 'Intimidate', 'stantler']"
Smeargle,£151.00,"Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokémon have been found.",56 in stock,"['Painter', 'Pokemon']","['Painter', 'smeargle', 'Technician']"
Tyrogue,£145.00,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.",76 in stock,"['Pokemon', 'Scuffle']","['Guts', 'Scuffle', 'tyrogue']"
Hitmontop,£149.00,"Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.",47 in stock,"['Handstand', 'Pokemon']","['Handstand', 'hitmontop', 'Intimidate']"
Smoochum,£166.00,"Smoochum actively runs about, but also falls quite often. Whenever the chance arrives, it will look for its reflection to make sure its face hasn’t become dirty.",116 in stock,"['Kiss', 'Pokemon']","['Kiss', 'Oblivious', 'smoochum']"
Elekid,£104.00,"Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokémon begins swinging its arms in circles to recharge itself.",131 in stock,"['Electric', 'Pokemon']","['Electric', 'elekid', 'Static']"
Magby,£40.00,"Magby’s state of health is determined by observing the fire it breathes. If the Pokémon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames.",21 in stock,"['Live Coal', 'Pokemon']","['Flame Body', 'Live Coal', 'magby']"
Miltank,£26.00,Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead.,12 in stock,"['Milk Cow', 'Pokemon']","['Milk Cow', 'miltank', 'Thick Fat']"
Blissey,£31.00,"Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokémon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face.",289 in stock,"['Happiness', 'Pokemon']","['blissey', 'Happiness', 'Natural Cure']"
Raikou,£66.00,Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,276 in stock,"['Pokemon', 'Thunder']","['Pressure', 'raikou', 'Thunder']"
Entei,£27.00,Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,36 in stock,"['Pokemon', 'Volcano']","['entei', 'Pressure', 'Volcano']"
Suicune,£68.00,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,275 in stock,"['Aurora', 'Pokemon']","['Aurora', 'Pressure', 'suicune']"
Larvitar,£26.00,"Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents.",31 in stock,"['Pokemon', 'Rock Skin']","['Guts', 'larvitar', 'Rock Skin']"
Pupitar,£114.00,Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.,221 in stock,"['Hard Shell', 'Pokemon']","['Hard Shell', 'pupitar', 'Shed Skin']"
Tyranitar,£190.00,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.",86 in stock,"['Armor', 'Pokemon']","['Armor', 'Sand Stream', 'tyranitar']"
Lugia,£86.00,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.",57 in stock,"['Diving', 'Pokemon']","['Diving', 'lugia', 'Pressure']"
Ho-oh,£91.00,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,228 in stock,"['Pokemon', 'Rainbow']","['ho-oh', 'Pressure', 'Rainbow']"
Celebi,£111.00,"This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.",154 in stock,"['Pokemon', 'Time Travel']","['celebi', 'Natural Cure', 'Time Travel']"
Treecko,£96.00,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.",93 in stock,"['Pokemon', 'Wood Gecko']","['Overgrow', 'treecko', 'Wood Gecko']"
Grovyle,£190.00,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.",195 in stock,"['Pokemon', 'Wood Gecko']","['grovyle', 'Overgrow', 'Wood Gecko']"
Sceptile,£37.00,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,159 in stock,"['Forest', 'Pokemon']","['Forest', 'Overgrow', 'sceptile']"
Torchic,£28.00,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,290 in stock,"['Chick', 'Pokemon']","['Blaze', 'Chick', 'torchic']"
Combusken,£68.00,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,257 in stock,"['Pokemon', 'Young Fowl']","['Blaze', 'combusken', 'Young Fowl']"
Blaziken,£40.00,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,139 in stock,"['Blaze', 'Pokemon']","['Blaze', 'blaziken']"
Mudkip,£140.00,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.",193 in stock,"['Mud Fish', 'Pokemon']","['Mud Fish', 'mudkip', 'Torrent']"
Marshtomp,£152.00,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.",258 in stock,"['Mud Fish', 'Pokemon']","['marshtomp', 'Mud Fish', 'Torrent']"
Swampert,£144.00,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",113 in stock,"['Mud Fish', 'Pokemon']","['Mud Fish', 'swampert', 'Torrent']"
Poochyena,£130.00,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,265 in stock,"['Bite', 'Pokemon']","['Bite', 'poochyena', 'Run Away']"
Mightyena,£175.00,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,173 in stock,"['Bite', 'Pokemon']","['Bite', 'Intimidate', 'mightyena']"
Zigzagoon,£83.00,The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.,281 in stock,"['Pokemon', 'Tiny Raccoon']","['Pickup', 'Tiny Raccoon', 'zigzagoon']"
Linoone,£81.00,"When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.",24 in stock,"['Pokemon', 'Rushing']","['linoone', 'Pickup', 'Rushing']"
Wurmple,£195.00,Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.,34 in stock,"['Pokemon', 'Worm']","['Shield Dust', 'Worm', 'wurmple']"
Silcoon,£80.00,"Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.",86 in stock,"['Cocoon', 'Pokemon']","['Cocoon', 'Shed Skin', 'silcoon']"
Beautifly,£145.00,"Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.",42 in stock,"['Butterfly', 'Pokemon']","['beautifly', 'Butterfly', 'Swarm']"
Cascoon,£166.00,"If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.",122 in stock,"['Cocoon', 'Pokemon']","['cascoon', 'Cocoon', 'Shed Skin']"
Dustox,£91.00,"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.",23 in stock,"['Poison Moth', 'Pokemon']","['dustox', 'Poison Moth', 'Shield Dust']"
Lotad,£161.00,"Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.",187 in stock,"['Pokemon', 'Water Weed']","['lotad', 'Swift Swim', 'Water Weed']"
Lombre,£79.00,"Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.",203 in stock,"['Jolly', 'Pokemon']","['Jolly', 'lombre', 'Swift Swim']"
Ludicolo,£189.00,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.",181 in stock,"['Carefree', 'Pokemon']","['Carefree', 'ludicolo', 'Swift Swim']"
Seedot,£26.00,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,28 in stock,"['Acorn', 'Pokemon']","['Acorn', 'Chlorophyll', 'seedot']"
Nuzleaf,£26.00,This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,216 in stock,"['Pokemon', 'Wily']","['Chlorophyll', 'nuzleaf', 'Wily']"
Shiftry,£157.00,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,232 in stock,"['Pokemon', 'Wicked']","['Chlorophyll', 'shiftry', 'Wicked']"
Taillow,£85.00,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.",204 in stock,"['Pokemon', 'Tiny Swallow']","['Guts', 'taillow', 'Tiny Swallow']"
Swellow,£88.00,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",257 in stock,"['Pokemon', 'Swallow']","['Guts', 'Swallow', 'swellow']"
Wingull,£153.00,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.,41 in stock,"['Pokemon', 'Seagull']","['Keen Eye', 'Seagull', 'wingull']"
Pelipper,£158.00,"Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.",296 in stock,"['Pokemon', 'Water Bird']","['Keen Eye', 'pelipper', 'Water Bird']"
Ralts,£151.00,"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.",35 in stock,"['Feeling', 'Pokemon']","['Feeling', 'ralts', 'Synchronize']"
Kirlia,£186.00,"Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.",148 in stock,"['Emotion', 'Pokemon']","['Emotion', 'kirlia', 'Synchronize']"
Gardevoir,£34.00,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,178 in stock,"['Embrace', 'Pokemon']","['Embrace', 'gardevoir', 'Synchronize']"
Surskit,£112.00,"If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.",41 in stock,"['Pokemon', 'Pond Skater']","['Pond Skater', 'surskit', 'Swift Swim']"
Masquerain,£39.00,"Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.",99 in stock,"['Eyeball', 'Pokemon']","['Eyeball', 'Intimidate', 'masquerain']"
